				In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone
Vehicle	Trial     2	B2	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	B2	0:44:00-0:45:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     2	C3	Start-0:01:00	60	1	60	100	12.71	4	50.84	84.7333	3.05333	3	9.16	15.2667
Vehicle	Trial     2	C3	0:01:00-0:02:00	60	1	60	100	8.04	6	48.24	80.4	2.352	5	11.76	19.6
Vehicle	Trial     2	C3	0:02:00-0:03:00	60	1	60	100	9.15333	6	54.92	91.5333	1.016	5	5.08	8.46667
Vehicle	Trial     2	C3	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	C3	0:04:00-0:05:00	60	1	60	100	14.09	4	56.36	93.9333	1.21333	3	3.64	6.06667
Vehicle	Trial     2	C3	0:05:00-0:06:00	60	1	60	100	1.97714	14	27.68	46.1333	2.48308	13	32.28	53.8
Vehicle	Trial     2	C3	0:06:00-0:07:00	60	1	60	100	17.32	3	51.96	86.6	2.68	3	8.04	13.4
Vehicle	Trial     2	C3	0:07:00-0:08:00	60	1	60	100	26.96	2	53.92	89.8667	6.08	1	6.08	10.1333
Vehicle	Trial     2	C3	0:08:00-0:09:00	60	1	60	100	4.49714	7	31.48	52.4667	4.75333	6	28.52	47.5333
Vehicle	Trial     2	C3	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     2	C3	0:10:00-0:11:00	60	1	60	100	4.18667	9	37.68	62.8	2.79	8	22.32	37.2
Vehicle	Trial     2	C3	0:11:00-0:12:00	60	1	60	100	8.48	5	42.4	70.6667	3.52	5	17.6	29.3333
Vehicle	Trial     2	C3	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     2	C3	0:13:00-0:14:00	29.98	2	59.96	99.9333	2.23556	9	20.12	33.5333	3.984	10	39.84	66.4
Vehicle	Trial     2	C3	0:14:00-0:15:00	60	1	60	100	8.04	3	24.12	40.2	11.96	3	35.88	59.8
Vehicle	Trial     2	C3	0:15:00-0:16:00	10.52	4	42.08	70.1333	3.42222	9	30.8	51.3333	1.41	8	11.28	18.8
Vehicle	Trial     2	C3	0:16:00-0:17:00	10.96	5	54.8	91.3333	1.7312	25	43.28	72.1333	0.576	20	11.52	19.2
Vehicle	Trial     2	C3	0:17:00-0:18:00	13.55	4	54.2	90.3333	3	16	48	80	0.516667	12	6.2	10.3333
Vehicle	Trial     2	C3	0:18:00-0:19:00	19.92	3	59.76	99.6	2.636	10	26.36	43.9333	4.77143	7	33.4	55.6667
Vehicle	Trial     2	C3	0:19:00-0:20:00	60	1	60	100	3.13091	11	34.44	57.4	2.556	10	25.56	42.6
Vehicle	Trial     2	C3	0:20:00-0:21:00	60	1	60	100	2.13	4	8.52	14.2	12.87	4	51.48	85.8
Vehicle	Trial     2	C3	0:21:00-0:22:00	60	1	60	100	0.776296	27	20.96	34.9333	1.44444	27	39	65
Vehicle	Trial     2	C3	0:22:00-0:23:00	60	1	60	100	3.10667	6	18.64	31.0667	5.90857	7	41.36	68.9333
Vehicle	Trial     2	C3	0:23:00-0:24:00	60	1	60	100	6.3	6	37.8	63	3.17143	7	22.2	37
Vehicle	Trial     2	C3	0:24:00-0:25:00	29.94	2	59.88	99.8	4.24	2	8.48	14.1333	12.85	4	51.4	85.6667
Vehicle	Trial     2	C3	0:25:00-0:26:00	60	1	60	100	0.82087	23	18.88	31.4667	1.85091	22	40.72	67.8667
Vehicle	Trial     2	C3	0:26:00-0:27:00	14.32	4	57.28	95.4667	1.88	10	18.8	31.3333	5.49714	7	38.48	64.1333
Vehicle	Trial     2	C3	0:27:00-0:28:00	59.68	1	59.68	99.4667	5.72	1	5.72	9.53333	53.96	1	53.96	89.9333
Vehicle	Trial     2	C3	0:28:00-0:29:00	15.4133	3	46.24	77.0667	1.05333	6	6.32	10.5333	9.98	4	39.92	66.5333
Vehicle	Trial     2	C3	0:29:00-0:30:00	28.82	2	57.64	96.0667	10.21	4	40.84	68.0667	5.6	3	16.8	28
Vehicle	Trial     2	C3	0:30:00-0:31:00	19.48	3	58.44	97.4	1.06769	13	13.88	23.1333	3.42462	13	44.52	74.2
Vehicle	Trial     2	C3	0:31:00-0:32:00	60	1	60	100	0.04	3	0.12	0.2	14.97	4	59.88	99.8
Vehicle	Trial     2	C3	0:32:00-0:33:00	60	1	60	100	0.04	1	0.04	0.0666667	29.98	2	59.96	99.9333
Vehicle	Trial     2	C3	0:33:00-0:34:00	60	1	60	100	1.816	5	9.08	15.1333	10.184	5	50.92	84.8667
Vehicle	Trial     2	C3	0:34:00-0:35:00	60	1	60	100	4.14286	7	29	48.3333	4.42286	7	30.96	51.6
Vehicle	Trial     2	C3	0:35:00-0:36:00	60	1	60	100	4.6	3	13.8	23	15.4	3	46.2	77
Vehicle	Trial     2	C3	0:36:00-0:37:00	60	1	60	100	0.359722	144	51.8	86.3333	0.0574286	140	8.04	13.4
Vehicle	Trial     2	C3	0:37:00-0:38:00	29.96	2	59.92	99.8667	0.253763	186	47.2	78.6667	0.0680214	187	12.72	21.2
Vehicle	Trial     2	C3	0:38:00-0:39:00	60	1	60	100	0.190881	193	36.84	61.4	0.115533	197	22.76	37.9333
Vehicle	Trial     2	C3	0:39:00-0:40:00	60	1	60	100	0.160851	141	22.68	37.8	0.238421	152	36.24	60.4
Vehicle	Trial     2	C3	0:40:00-0:41:00	9.61	4	38.44	64.0667	5.22857	7	36.6	61	0.46	4	1.84	3.06667
Vehicle	Trial     2	C3	0:41:00-0:42:00	3.85143	7	26.96	44.9333	3.85143	7	26.96	44.9333	NA	0	0	0
Vehicle	Trial     2	C3	0:42:00-0:43:00	60	1	60	100	29.56	2	59.12	98.5333	0.88	1	0.88	1.46667
Vehicle	Trial     2	C3	0:43:00-0:44:00	60	1	60	100	8.2	1	8.2	13.6667	51.8	1	51.8	86.3333
Vehicle	Trial     2	C3	0:44:00-0:45:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Vehicle	Trial     3	A2	Start-0:01:00	0.32	3	0.96	1.6	0.32	3	0.96	1.6	NA	0	0	0
Vehicle	Trial     3	A2	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:03:00-0:04:00	55.2	1	55.2	92	55.2	1	55.2	92	NA	0	0	0
Vehicle	Trial     3	A2	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:06:00-0:07:00	60	1	60	100	5.28	3	15.84	26.4	14.72	3	44.16	73.6
Vehicle	Trial     3	A2	0:07:00-0:08:00	19.96	3	59.88	99.8	NA	0	0	0	19.96	3	59.88	99.8
Vehicle	Trial     3	A2	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	A2	0:09:00-0:10:00	60	1	60	100	5.38	2	10.76	17.9333	24.62	2	49.24	82.0667
Vehicle	Trial     3	A2	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:11:00-0:12:00	60	1	60	100	36.56	1	36.56	60.9333	23.44	1	23.44	39.0667
Vehicle	Trial     3	A2	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	A2	0:13:00-0:14:00	60	1	60	100	34.88	1	34.88	58.1333	25.12	1	25.12	41.8667
Vehicle	Trial     3	A2	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:15:00-0:16:00	39.44	1	39.44	65.7333	39.44	1	39.44	65.7333	NA	0	0	0
Vehicle	Trial     3	A2	0:16:00-0:17:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:17:00-0:18:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:18:00-0:19:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:19:00-0:20:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     3	A2	0:20:00-0:21:00	20.16	1	20.16	33.6	20.16	1	20.16	33.6	NA	0	0	0
Vehicle	Trial     3	A2	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:24:00-0:25:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:28:00-0:29:00	60	1	60	100	20.52	1	20.52	34.2	39.48	1	39.48	65.8
Vehicle	Trial     3	A2	0:29:00-0:30:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	A2	0:30:00-0:31:00	29.96	2	59.92	99.8667	8.92667	6	53.56	89.2667	0.908571	7	6.36	10.6
Vehicle	Trial     3	A2	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:33:00-0:34:00	29.94	2	59.88	99.8	32.44	1	32.44	54.0667	13.72	2	27.44	45.7333
Vehicle	Trial     3	A2	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	A2	0:35:00-0:36:00	60	1	60	100	59.8	1	59.8	99.6667	0.2	1	0.2	0.333333
Vehicle	Trial     3	A2	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:40:00-0:41:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     3	A2	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	A2	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	B3	Start-0:01:00	29.96	2	59.92	99.8667	5.5	4	22	36.6667	6.32	6	37.92	63.2
Vehicle	Trial     3	B3	0:01:00-0:02:00	60	1	60	100	4.92571	7	34.48	57.4667	3.64571	7	25.52	42.5333
Vehicle	Trial     3	B3	0:02:00-0:03:00	60	1	60	100	23.26	2	46.52	77.5333	6.74	2	13.48	22.4667
Vehicle	Trial     3	B3	0:03:00-0:04:00	60	1	60	100	2.155	8	17.24	28.7333	4.74667	9	42.72	71.2
Vehicle	Trial     3	B3	0:04:00-0:05:00	60	1	60	100	7.90667	3	23.72	39.5333	12.0933	3	36.28	60.4667
Vehicle	Trial     3	B3	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     3	B3	0:06:00-0:07:00	60	1	60	100	40	1	40	66.6667	19.96	1	19.96	33.2667
Vehicle	Trial     3	B3	0:07:00-0:08:00	19.96	3	59.88	99.8	1.24229	35	43.48	72.4667	0.482353	34	16.4	27.3333
Vehicle	Trial     3	B3	0:08:00-0:09:00	60	1	60	100	5.58	2	11.16	18.6	24.42	2	48.84	81.4
Vehicle	Trial     3	B3	0:09:00-0:10:00	60	1	60	100	12.42	4	49.68	82.8	3.44	3	10.32	17.2
Vehicle	Trial     3	B3	0:10:00-0:11:00	60	1	60	100	16.8533	3	50.56	84.2667	4.72	2	9.44	15.7333
Vehicle	Trial     3	B3	0:11:00-0:12:00	60	1	60	100	4.16	1	4.16	6.93333	55.84	1	55.84	93.0667
Vehicle	Trial     3	B3	0:12:00-0:13:00	60	1	60	100	0.48	1	0.48	0.8	29.76	2	59.52	99.2
Vehicle	Trial     3	B3	0:13:00-0:14:00	60	1	60	100	59	1	59	98.3333	1	1	1	1.66667
Vehicle	Trial     3	B3	0:14:00-0:15:00	60	1	60	100	29.86	2	59.72	99.5333	0.28	1	0.28	0.466667
Vehicle	Trial     3	B3	0:15:00-0:16:00	60	1	60	100	11.44	5	57.2	95.3333	0.7	4	2.8	4.66667
Vehicle	Trial     3	B3	0:16:00-0:17:00	29.9	2	59.8	99.6667	14.69	4	58.76	97.9333	0.52	2	1.04	1.73333
Vehicle	Trial     3	B3	0:17:00-0:18:00	60	1	60	100	6.38222	9	57.44	95.7333	0.36	7	2.52	4.2
Vehicle	Trial     3	B3	0:18:00-0:19:00	60	1	60	100	19.8667	3	59.6	99.3333	0.2	2	0.4	0.666667
Vehicle	Trial     3	B3	0:19:00-0:20:00	29.6	2	59.2	98.6667	3.64308	13	47.36	78.9333	1.07636	11	11.84	19.7333
Vehicle	Trial     3	B3	0:20:00-0:21:00	60	1	60	100	8.752	5	43.76	72.9333	3.248	5	16.24	27.0667
Vehicle	Trial     3	B3	0:21:00-0:22:00	60	1	60	100	2.64	8	21.12	35.2	4.86	8	38.88	64.8
Vehicle	Trial     3	B3	0:22:00-0:23:00	60	1	60	100	2.90667	9	26.16	43.6	3.76	9	33.84	56.4
Vehicle	Trial     3	B3	0:23:00-0:24:00	60	1	60	100	9.23333	6	55.4	92.3333	0.766667	6	4.6	7.66667
Vehicle	Trial     3	B3	0:24:00-0:25:00	60	1	60	100	1.53667	24	36.88	61.4667	0.96	24	23.04	38.4
Vehicle	Trial     3	B3	0:25:00-0:26:00	60	1	60	100	6.37143	7	44.6	74.3333	2.2	7	15.4	25.6667
Vehicle	Trial     3	B3	0:26:00-0:27:00	60	1	60	100	3.25455	11	35.8	59.6667	2.2	11	24.2	40.3333
Vehicle	Trial     3	B3	0:27:00-0:28:00	60	1	60	100	4.85333	3	14.56	24.2667	15.1467	3	45.44	75.7333
Vehicle	Trial     3	B3	0:28:00-0:29:00	60	1	60	100	5	4	20	33.3333	10	4	40	66.6667
Vehicle	Trial     3	B3	0:29:00-0:30:00	60	1	60	100	5.504	5	27.52	45.8667	5.41333	6	32.48	54.1333
Vehicle	Trial     3	B3	0:30:00-0:31:00	18.1333	3	54.4	90.6667	6.325	8	50.6	84.3333	0.752	5	3.76	6.26667
Vehicle	Trial     3	B3	0:31:00-0:32:00	15.3067	3	45.92	76.5333	7.54	6	45.24	75.4	0.16	4	0.64	1.06667
Vehicle	Trial     3	B3	0:32:00-0:33:00	60	1	60	100	9.64	6	57.84	96.4	0.432	5	2.16	3.6
Vehicle	Trial     3	B3	0:33:00-0:34:00	29.94	2	59.88	99.8	5.64	10	56.4	94	0.386667	9	3.48	5.8
Vehicle	Trial     3	B3	0:34:00-0:35:00	60	1	60	100	0.48	4	1.92	3.2	11.616	5	58.08	96.8
Vehicle	Trial     3	B3	0:35:00-0:36:00	60	1	60	100	4.52	5	22.6	37.6667	7.472	5	37.36	62.2667
Vehicle	Trial     3	B3	0:36:00-0:37:00	60	1	60	100	4.95	4	19.8	33	8.04	5	40.2	67
Vehicle	Trial     3	B3	0:37:00-0:38:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	B3	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     3	B3	0:39:00-0:40:00	60	1	60	100	3	1	3	5	28.5	2	57	95
Vehicle	Trial     3	B3	0:40:00-0:41:00	29.96	2	59.92	99.8667	19.62	2	39.24	65.4	5.17	4	20.68	34.4667
Vehicle	Trial     3	B3	0:41:00-0:42:00	60	1	60	100	10.98	4	43.92	73.2	4.02	4	16.08	26.8
Vehicle	Trial     3	B3	0:42:00-0:43:00	29.74	2	59.48	99.1333	6.648	5	33.24	55.4	8.74667	3	26.24	43.7333
Vehicle	Trial     3	B3	0:43:00-0:44:00	60	1	60	100	3.136	5	15.68	26.1333	11.08	4	44.32	73.8667
Vehicle	Trial     3	B3	0:44:00-0:45:00	60	1	60	100	2.48444	9	22.36	37.2667	4.18222	9	37.64	62.7333
Vehicle	Trial     4	B1	Start-0:01:00	0.16	2	0.32	0.533333	0.16	2	0.32	0.533333	NA	0	0	0
Vehicle	Trial     4	B1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:03:00-0:04:00	0.16	3	0.48	0.8	0.16	3	0.48	0.8	NA	0	0	0
Vehicle	Trial     4	B1	0:04:00-0:05:00	0.16	2	0.32	0.533333	0.16	2	0.32	0.533333	NA	0	0	0
Vehicle	Trial     4	B1	0:05:00-0:06:00	0.16	5	0.8	1.33333	0.16	5	0.8	1.33333	NA	0	0	0
Vehicle	Trial     4	B1	0:06:00-0:07:00	0.16	2	0.32	0.533333	0.16	2	0.32	0.533333	NA	0	0	0
Vehicle	Trial     4	B1	0:07:00-0:08:00	0.16	2	0.32	0.533333	0.16	2	0.32	0.533333	NA	0	0	0
Vehicle	Trial     4	B1	0:08:00-0:09:00	0.2	5	1	1.66667	0.2	5	1	1.66667	NA	0	0	0
Vehicle	Trial     4	B1	0:09:00-0:10:00	0.16	3	0.48	0.8	0.16	3	0.48	0.8	NA	0	0	0
Vehicle	Trial     4	B1	0:10:00-0:11:00	0.194286	7	1.36	2.26667	0.194286	7	1.36	2.26667	NA	0	0	0
Vehicle	Trial     4	B1	0:11:00-0:12:00	19.8267	3	59.48	99.1333	5.05778	9	45.52	75.8667	2.32667	6	13.96	23.2667
Vehicle	Trial     4	B1	0:12:00-0:13:00	6.632	5	33.16	55.2667	6.632	5	33.16	55.2667	NA	0	0	0
Vehicle	Trial     4	B1	0:13:00-0:14:00	0.16	5	0.8	1.33333	0.16	5	0.8	1.33333	NA	0	0	0
Vehicle	Trial     4	B1	0:14:00-0:15:00	0.16	5	0.8	1.33333	0.16	5	0.8	1.33333	NA	0	0	0
Vehicle	Trial     4	B1	0:15:00-0:16:00	19.2	3	57.6	96	2.70333	12	32.44	54.0667	2.512	10	25.12	41.8667
Vehicle	Trial     4	B1	0:16:00-0:17:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     4	B1	0:17:00-0:18:00	29.92	2	59.84	99.7333	NA	0	0	0	29.92	2	59.84	99.7333
Vehicle	Trial     4	B1	0:18:00-0:19:00	29.9	2	59.8	99.6667	NA	0	0	0	29.9	2	59.8	99.6667
Vehicle	Trial     4	B1	0:19:00-0:20:00	60	1	60	100	NA	0	0	0	60	1	60	100
Vehicle	Trial     4	B1	0:20:00-0:21:00	6.8	1	6.8	11.3333	1.12	4	4.48	7.46667	0.58	4	2.32	3.86667
Vehicle	Trial     4	B1	0:21:00-0:22:00	59.48	1	59.48	99.1333	5.01	4	20.04	33.4	9.86	4	39.44	65.7333
Vehicle	Trial     4	B1	0:22:00-0:23:00	60	1	60	100	2.94857	7	20.64	34.4	4.92	8	39.36	65.6
Vehicle	Trial     4	B1	0:23:00-0:24:00	29.64	2	59.28	98.8	28.18	2	56.36	93.9333	2.92	1	2.92	4.86667
Vehicle	Trial     4	B1	0:24:00-0:25:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:25:00-0:26:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:26:00-0:27:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:27:00-0:28:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:28:00-0:29:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	B1	0:29:00-0:30:00	0.16	1	0.16	0.266667	0.16	1	0.16	0.266667	NA	0	0	0
Vehicle	Trial     4	B1	0:30:00-0:31:00	4.23111	9	38.08	63.4667	3.296	10	32.96	54.9333	2.56	2	5.12	8.53333
Vehicle	Trial     4	B1	0:31:00-0:32:00	60	1	60	100	58.6	1	58.6	97.6667	1.4	1	1.4	2.33333
Vehicle	Trial     4	B1	0:32:00-0:33:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Vehicle	Trial     4	B1	0:33:00-0:34:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Vehicle	Trial     4	B1	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:37:00-0:38:00	29.86	2	59.72	99.5333	29.86	2	59.72	99.5333	NA	0	0	0
Vehicle	Trial     4	B1	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	B1	0:43:00-0:44:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Vehicle	Trial     4	B1	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Vehicle	Trial     4	C1	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:05:00-0:06:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:06:00-0:07:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:07:00-0:08:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:08:00-0:09:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:09:00-0:10:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:10:00-0:11:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:11:00-0:12:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:12:00-0:13:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:13:00-0:14:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:14:00-0:15:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:15:00-0:16:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:16:00-0:17:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:17:00-0:18:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:18:00-0:19:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:19:00-0:20:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:20:00-0:21:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:21:00-0:22:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:22:00-0:23:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:23:00-0:24:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:24:00-0:25:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:25:00-0:26:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:26:00-0:27:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:27:00-0:28:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:28:00-0:29:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:29:00-0:30:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:30:00-0:31:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:31:00-0:32:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:32:00-0:33:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:33:00-0:34:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:34:00-0:35:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:35:00-0:36:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:36:00-0:37:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vehicle	Trial     4	C1	0:37:00-0:38:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
