					Velocity	Cruising	Cruising	Bursting	Bursting	Freezing	Freezing	Turn angle	Meander	Angular velocity	Rotation	Rotation 2
Vehicle	Trial     2	B2	0:20:00-0:21:00	In Arena	1.62939	0	0	0	0	1	60	119.816	28.9725	2995.4	0	1
Vehicle	Trial     2	B2	0:21:00-0:22:00	In Arena	1.45092	0	0	0	0	1	60	119.935	31.0769	2998.37	0	0
Vehicle	Trial     2	B2	0:22:00-0:23:00	In Arena	1.42382	0	0	0	0	1	60	121.753	31.1933	3043.83	0	0
Vehicle	Trial     2	B2	0:23:00-0:24:00	In Arena	1.28755	0	0	0	0	1	60	120.479	36.3977	3011.97	0	0
Vehicle	Trial     2	B2	0:24:00-0:25:00	In Arena	1.22351	0	0	0	0	2	59.88	120.664	36.4825	3016.61	0	0
Vehicle	Trial     2	B2	0:25:00-0:26:00	In Arena	1.17527	0	0	0	0	1	60	119.794	38.4622	2994.85	0	0
Vehicle	Trial     2	B2	0:26:00-0:27:00	In Arena	1.20942	0	0	0	0	1	60	120.212	37.6864	3005.31	0	0
Vehicle	Trial     2	B2	0:27:00-0:28:00	In Arena	1.1436	0	0	0	0	1	60	119.15	38.2746	2978.75	0	0
Vehicle	Trial     2	B2	0:28:00-0:29:00	In Arena	1.09906	0	0	0	0	1	60	117.4	38.8694	2934.99	0	0
Vehicle	Trial     2	B2	0:29:00-0:30:00	In Arena	1.10917	0	0	0	0	1	60	119.04	40.483	2975.99	0	0
Vehicle	Trial     2	B2	0:30:00-0:31:00	In Arena	1.7167	5	0.2	0	0	4	59.64	117.077	33.5054	2926.92	6	3
Vehicle	Trial     2	B2	0:31:00-0:32:00	In Arena	1.69007	1	0.04	0	0	2	59.96	120.823	37.5614	3020.56	7	6
Vehicle	Trial     2	B2	0:32:00-0:33:00	In Arena	1.41059	1	0.04	0	0	2	59.92	120.007	37.5153	3000.18	5	3
Vehicle	Trial     2	B2	0:33:00-0:34:00	In Arena	1.28299	0	0	0	0	1	60	118.72	37.7112	2967.99	0	3
Vehicle	Trial     2	B2	0:34:00-0:35:00	In Arena	1.21055	0	0	0	0	1	60	119.383	39.0944	2984.57	0	1
Vehicle	Trial     2	B2	0:35:00-0:36:00	In Arena	1.47644	0	0	0	0	1	60	121.19	31.0045	3029.76	0	0
Vehicle	Trial     2	B2	0:36:00-0:37:00	In Arena	1.46376	0	0	0	0	1	60	119.24	31.2957	2981	0	0
Vehicle	Trial     2	B2	0:37:00-0:38:00	In Arena	1.48463	0	0	0	0	2	59.92	117.775	30.1443	2944.38	0	0
Vehicle	Trial     2	B2	0:38:00-0:39:00	In Arena	1.56627	0	0	0	0	1	60	118.801	29.7104	2970.03	1	1
Vehicle	Trial     2	B2	0:39:00-0:40:00	In Arena	1.63694	0	0	0	0	1	60	121.023	29.453	3025.58	2	4
Vehicle	Trial     2	B2	0:40:00-0:41:00	In Arena	1.76449	0	0	0	0	1	60	120.215	25.62	3005.37	5	4
Vehicle	Trial     2	B2	0:41:00-0:42:00	In Arena	1.86422	1	0.04	0	0	2	59.96	120.174	27.3423	3004.34	2	6
Vehicle	Trial     2	B2	0:42:00-0:43:00	In Arena	1.86966	0	0	0	0	1	60	118.242	28.4785	2956.06	7	5
Vehicle	Trial     2	B2	0:43:00-0:44:00	In Arena	1.9893	1	0.04	0	0	2	59.96	121.05	29.4736	3026.25	8	10
Vehicle	Trial     2	B2	0:44:00-0:45:00	In Arena	2.05317	2	0.08	0	0	3	54.96	119.829	25.8879	2995.73	10	12
Vehicle	Trial     2	C3	Start-0:01:00	In Arena	5.31345	312	13.08	7	0.8	89	36.32	108.191	13.9161	2704.78	17	29
Vehicle	Trial     2	C3	0:01:00-0:02:00	In Arena	5.10112	276	12.36	11	1.44	66	38.2	106.535	21.4606	2663.37	19	16
Vehicle	Trial     2	C3	0:02:00-0:03:00	In Arena	5.63276	358	15.32	5	1.04	89	32.44	115.018	14.4249	2875.46	22	21
Vehicle	Trial     2	C3	0:03:00-0:04:00	In Arena	4.64946	324	13.12	1	0.04	97	36.56	119.772	14.3811	2994.3	23	27
Vehicle	Trial     2	C3	0:04:00-0:05:00	In Arena	3.97898	199	8.84	5	0.96	68	44.96	115.483	25.567	2887.08	20	13
Vehicle	Trial     2	C3	0:05:00-0:06:00	In Arena	4.42015	155	8.6	17	2.8	26	45.68	100.099	39.5672	2502.47	2	2
Vehicle	Trial     2	C3	0:06:00-0:07:00	In Arena	5.82788	374	15.96	7	1.16	67	30.6	113.461	16.1443	2836.53	32	19
Vehicle	Trial     2	C3	0:07:00-0:08:00	In Arena	4.22112	239	10.4	7	0.96	62	41.6	111.27	21.0327	2781.76	16	17
Vehicle	Trial     2	C3	0:08:00-0:09:00	In Arena	5.3175	269	12.52	14	2.12	67	38.28	98.6535	24.0451	2466.34	21	5
Vehicle	Trial     2	C3	0:09:00-0:10:00	In Arena	4.38467	284	11.76	4	0.48	74	38.28	117.674	20.3413	2941.85	16	19
Vehicle	Trial     2	C3	0:10:00-0:11:00	In Arena	4.12122	194	9	13	1.52	50	44.32	107.701	32.335	2692.53	12	12
Vehicle	Trial     2	C3	0:11:00-0:12:00	In Arena	3.73408	155	7.72	6	1.68	39	47.24	111.46	35.5929	2786.49	15	12
Vehicle	Trial     2	C3	0:12:00-0:13:00	In Arena	3.23034	86	5.36	15	2.36	22	51.48	109.017	43.8165	2725.42	2	5
Vehicle	Trial     2	C3	0:13:00-0:14:00	In Arena	3.77874	101	6.44	13	2.76	16	49.68	101.689	43.4428	2542.24	2	2
Vehicle	Trial     2	C3	0:14:00-0:15:00	In Arena	2.29515	40	2.56	6	1.04	11	56.08	115.467	45.6222	2886.67	4	2
Vehicle	Trial     2	C3	0:15:00-0:16:00	In Arena	10.9662	326	17.48	23	4.88	42	12.64	81.6314	7.97371	2040.79	6	11
Vehicle	Trial     2	C3	0:16:00-0:17:00	In Arena	6.67126	304	14.12	16	2.32	31	29.2	96.0377	13.605	2400.94	6	10
Vehicle	Trial     2	C3	0:17:00-0:18:00	In Arena	5.58996	222	11.2	11	2.56	43	35.36	97.6729	17.9381	2441.82	9	9
Vehicle	Trial     2	C3	0:18:00-0:19:00	In Arena	5.88494	280	12.88	11	1.92	64	36.92	107.204	14.6034	2680.1	12	17
Vehicle	Trial     2	C3	0:19:00-0:20:00	In Arena	7.33368	326	16.28	19	3.44	45	31.6	95.8815	15.8655	2397.04	11	14
Vehicle	Trial     2	C3	0:20:00-0:21:00	In Arena	5.12613	321	13.2	1	0.36	88	35.64	104.046	22.2361	2601.14	16	24
Vehicle	Trial     2	C3	0:21:00-0:22:00	In Arena	4.18984	227	9.2	2	0.12	35	42.28	97.5128	26.7145	2437.82	3	4
Vehicle	Trial     2	C3	0:22:00-0:23:00	In Arena	4.0078	201	8.52	6	0.64	37	44.2	95.7318	26.6514	2393.29	4	1
Vehicle	Trial     2	C3	0:23:00-0:24:00	In Arena	2.90431	129	5.52	4	0.44	25	49.88	106.196	34.442	2654.91	7	6
Vehicle	Trial     2	C3	0:24:00-0:25:00	In Arena	3.40022	185	7.84	2	0.48	40	45.48	105.442	40.853	2636.06	4	4
Vehicle	Trial     2	C3	0:25:00-0:26:00	In Arena	3.66789	192	8.04	2	0.44	38	45	100.43	32.0611	2510.74	4	16
Vehicle	Trial     2	C3	0:26:00-0:27:00	In Arena	3.56457	134	6.08	9	0.84	33	46.52	100.854	37.6641	2521.35	2	5
Vehicle	Trial     2	C3	0:27:00-0:28:00	In Arena	3.85061	169	7.16	3	0.48	57	46.92	108.892	26.5809	2722.29	13	18
Vehicle	Trial     2	C3	0:28:00-0:29:00	In Arena	3.73546	155	6.8	4	0.76	47	34.32	108.852	31.8747	2721.3	9	7
Vehicle	Trial     2	C3	0:29:00-0:30:00	In Arena	3.03128	152	6.56	4	0.48	43	46.2	114.489	35.2072	2862.21	8	15
Vehicle	Trial     2	C3	0:30:00-0:31:00	In Arena	4.60935	123	6.92	13	2.32	29	46.96	120.531	23.0602	3013.28	8	17
Vehicle	Trial     2	C3	0:31:00-0:32:00	In Arena	1.87978	0	0	0	0	1	60	136.026	24.4893	3400.65	1	1
Vehicle	Trial     2	C3	0:32:00-0:33:00	In Arena	2.01283	0	0	0	0	1	60	143.627	24.5554	3590.67	0	1
Vehicle	Trial     2	C3	0:33:00-0:34:00	In Arena	3.71326	59	3.72	4	1.4	9	54.16	135.038	21.1884	3375.95	1	3
Vehicle	Trial     2	C3	0:34:00-0:35:00	In Arena	5.6027	253	11.76	10	1.88	18	38.4	97.44	25.9215	2436	7	6
Vehicle	Trial     2	C3	0:35:00-0:36:00	In Arena	2.69032	65	2.96	2	0.36	23	55	117.505	32.54	2937.62	14	16
Vehicle	Trial     2	C3	0:36:00-0:37:00	In Arena	2.80857	69	2.76	0	0	41	55.48	119.269	27.6799	2981.72	12	19
Vehicle	Trial     2	C3	0:37:00-0:38:00	In Arena	2.10585	15	0.6	0	0	10	58.92	122.103	30.8627	3052.58	16	8
Vehicle	Trial     2	C3	0:38:00-0:39:00	In Arena	2.13186	42	1.68	0	0	27	57.4	122.205	35.2942	3055.12	8	10
Vehicle	Trial     2	C3	0:39:00-0:40:00	In Arena	1.89868	41	1.64	0	0	26	57.32	117.338	36.9537	2933.45	9	9
Vehicle	Trial     2	C3	0:40:00-0:41:00	In Arena	3.28406	72	3.56	1	0.2	28	32.64	115.136	28.2037	2878.39	10	13
Vehicle	Trial     2	C3	0:41:00-0:42:00	In Arena	2.24835	27	1.08	0	0	17	24.96	117.238	33.5243	2930.96	3	6
Vehicle	Trial     2	C3	0:42:00-0:43:00	In Arena	3.22098	114	4.88	2	0.4	54	52.2	119.083	28.6062	2977.08	16	23
Vehicle	Trial     2	C3	0:43:00-0:44:00	In Arena	1.87797	48	2.28	3	0.4	17	56.16	115.772	46.275	2894.3	7	9
Vehicle	Trial     2	C3	0:44:00-0:45:00	In Arena	3.29202	177	7.16	2	0.12	81	45.32	115.998	28.6039	2899.96	15	25
Vehicle	Trial     3	A2	Start-0:01:00	In Arena	337.356	3	0.8	3	0.8	0	0	89.3176	0.070668	2232.94	1	0
Vehicle	Trial     3	A2	0:03:00-0:04:00	In Arena	0.588416	4	0.16	1	0.04	1	54.92	125.266	69.5631	3131.64	0	0
Vehicle	Trial     3	A2	0:04:00-0:05:00	In Arena	0.746479	11	0.44	0	0	4	59.16	119.598	72.4882	2989.96	1	1
Vehicle	Trial     3	A2	0:05:00-0:06:00	In Arena	0.703111	0	0	0	0	1	60	119.668	57.168	2991.71	0	0
Vehicle	Trial     3	A2	0:06:00-0:07:00	In Arena	1.84998	47	2.04	2	0.24	6	56.12	105.979	41.075	2649.46	2	1
Vehicle	Trial     3	A2	0:07:00-0:08:00	In Arena	1.093	5	0.2	0	0	4	59.52	113.304	49.1566	2832.59	0	0
Vehicle	Trial     3	A2	0:08:00-0:09:00	In Arena	1.02845	0	0	0	0	1	60	119.272	46.5366	2981.79	0	0
Vehicle	Trial     3	A2	0:09:00-0:10:00	In Arena	1.40895	25	1.28	1	0.32	3	57.76	116.04	51.2019	2901.01	2	3
Vehicle	Trial     3	A2	0:10:00-0:11:00	In Arena	1.615	0	0	0	0	1	60	119.068	29.2425	2976.71	5	3
Vehicle	Trial     3	A2	0:11:00-0:12:00	In Arena	1.67151	15	0.84	2	0.28	6	58.68	117.723	40.6857	2943.08	0	0
Vehicle	Trial     3	A2	0:12:00-0:13:00	In Arena	0.706369	3	0.12	0	0	2	59.8	120.819	65.9724	3020.48	0	1
Vehicle	Trial     3	A2	0:13:00-0:14:00	In Arena	1.09053	15	0.76	1	0.16	4	58.64	120.512	55.2041	3012.79	1	0
Vehicle	Trial     3	A2	0:14:00-0:15:00	In Arena	1.04065	0	0	0	0	1	60	121.67	48.0354	3041.75	2	3
Vehicle	Trial     3	A2	0:15:00-0:16:00	In Arena	1.5203	0	0	0	0	1	39.44	121.899	34.1655	3047.48	0	2
Vehicle	Trial     3	A2	0:20:00-0:21:00	In Arena	0.948993	4	0.16	0	0	2	19.88	121.616	55.4232	3040.41	0	0
Vehicle	Trial     3	A2	0:21:00-0:22:00	In Arena	0.928531	3	0.12	0	0	2	59.76	122.507	51.1704	3062.67	0	0
Vehicle	Trial     3	A2	0:22:00-0:23:00	In Arena	0.772965	3	0.12	0	0	2	59.8	120.032	54.5629	3000.8	1	0
Vehicle	Trial     3	A2	0:23:00-0:24:00	In Arena	0.729111	0	0	0	0	1	60	117.566	57.1582	2939.16	0	0
Vehicle	Trial     3	A2	0:24:00-0:25:00	In Arena	1.20471	4	0.16	0	0	3	59.72	120.745	47.1886	3018.63	3	1
Vehicle	Trial     3	A2	0:25:00-0:26:00	In Arena	1.71486	4	0.16	0	0	3	59.68	118.671	32.145	2966.78	1	6
Vehicle	Trial     3	A2	0:26:00-0:27:00	In Arena	1.04086	0	0	0	0	1	60	122.691	46.3837	3067.27	0	0
Vehicle	Trial     3	A2	0:27:00-0:28:00	In Arena	0.731491	0	0	0	0	1	60	118.778	57.9853	2969.45	0	0
Vehicle	Trial     3	A2	0:28:00-0:29:00	In Arena	0.726398	4	0.16	0	0	2	59.68	119.727	66.139	2993.17	1	0
Vehicle	Trial     3	A2	0:29:00-0:30:00	In Arena	0.617035	0	0	0	0	1	60	122.018	67.5682	3050.45	0	0
Vehicle	Trial     3	A2	0:30:00-0:31:00	In Arena	1.79941	79	3.24	1	0.12	14	53.68	107.614	50.7724	2690.36	4	2
Vehicle	Trial     3	A2	0:31:00-0:32:00	In Arena	0.70539	0	0	0	0	1	60	120.217	60.6337	3005.42	0	0
Vehicle	Trial     3	A2	0:32:00-0:33:00	In Arena	0.760004	0	0	0	0	1	60	119.888	56.2215	2997.19	0	0
Vehicle	Trial     3	A2	0:33:00-0:34:00	In Arena	0.977877	10	0.56	1	0.2	3	58.92	119.177	58.6022	2979.43	0	0
Vehicle	Trial     3	A2	0:34:00-0:35:00	In Arena	0.604056	0	0	0	0	1	60	120.805	69.8223	3020.13	0	0
Vehicle	Trial     3	A2	0:35:00-0:36:00	In Arena	1.46946	61	2.56	2	0.2	8	55.16	118.968	62.7677	2974.19	2	1
Vehicle	Trial     3	A2	0:36:00-0:37:00	In Arena	0.471313	0	0	0	0	1	60	126.657	75.0673	3166.41	0	0
Vehicle	Trial     3	A2	0:37:00-0:38:00	In Arena	0.426532	0	0	0	0	1	60	127.134	75.2659	3178.35	0	0
Vehicle	Trial     3	A2	0:38:00-0:39:00	In Arena	0.531025	3	0.12	0	0	2	59.8	126.481	77.654	3162.02	0	0
Vehicle	Trial     3	A2	0:39:00-0:40:00	In Arena	0.842209	18	0.72	0	0	7	58.76	118.887	62.9624	2972.17	3	2
Vehicle	Trial     3	A2	0:40:00-0:41:00	In Arena	2.70545	31	1.24	0	0	18	57.84	122.968	30.5588	3074.2	11	14
Vehicle	Trial     3	A2	0:41:00-0:42:00	In Arena	2.51247	56	2.24	0	0	24	56.04	119.456	32.0823	2986.39	21	24
Vehicle	Trial     3	A2	0:42:00-0:43:00	In Arena	2.40993	56	2.24	0	0	29	56.08	118.981	41.8969	2974.52	12	15
Vehicle	Trial     3	A2	0:43:00-0:44:00	In Arena	2.40722	57	2.28	0	0	25	55.88	121.174	39.7801	3029.35	17	14
Vehicle	Trial     3	A2	0:44:00-0:45:00	In Arena	2.2221	50	2	0	0	24	51.64	120.727	42.217	3018.18	13	19
Vehicle	Trial     3	B3	Start-0:01:00	In Arena	2.87353	105	5	3	0.88	23	51.08	104.688	41.1765	2617.21	0	4
Vehicle	Trial     3	B3	0:01:00-0:02:00	In Arena	2.1237	86	3.84	3	0.44	17	53	105.913	45.8984	2647.83	1	0
Vehicle	Trial     3	B3	0:02:00-0:03:00	In Arena	1.78518	35	1.8	3	0.48	7	56.84	115.019	44.0798	2875.47	0	1
Vehicle	Trial     3	B3	0:03:00-0:04:00	In Arena	1.93014	39	2.52	4	1	9	56.08	115.392	56.8494	2884.81	1	1
Vehicle	Trial     3	B3	0:04:00-0:05:00	In Arena	1.77256	34	2.2	4	1	8	56.6	111.827	53.0512	2795.68	0	2
Vehicle	Trial     3	B3	0:05:00-0:06:00	In Arena	1.26677	11	0.64	1	0.24	3	59	117.977	46.2857	2949.42	0	0
Vehicle	Trial     3	B3	0:06:00-0:07:00	In Arena	1.12129	13	0.64	1	0.12	3	58.92	119.838	50.1656	2995.94	1	0
Vehicle	Trial     3	B3	0:07:00-0:08:00	In Arena	2.4627	35	3.2	8	2	10	55.4	109.222	48.949	2730.56	1	3
Vehicle	Trial     3	B3	0:08:00-0:09:00	In Arena	2.10554	46	3	7	1.4	13	55.52	113.751	58.5581	2843.77	2	4
Vehicle	Trial     3	B3	0:09:00-0:10:00	In Arena	2.48787	63	3.96	6	1.56	22	54	108.183	45.7938	2704.58	1	3
Vehicle	Trial     3	B3	0:10:00-0:11:00	In Arena	1.80741	33	2.44	8	1.2	7	56.24	109.932	57.6966	2748.29	0	0
Vehicle	Trial     3	B3	0:11:00-0:12:00	In Arena	0.870723	5	0.4	1	0.2	2	59.4	120.027	63.4353	3000.67	0	0
Vehicle	Trial     3	B3	0:12:00-0:13:00	In Arena	1.40485	4	0.92	1	0.76	2	58.96	117.165	54.9404	2929.14	1	0
Vehicle	Trial     3	B3	0:13:00-0:14:00	In Arena	0.882823	2	0.36	1	0.28	2	59.56	117.163	63.3003	2929.08	0	0
Vehicle	Trial     3	B3	0:14:00-0:15:00	In Arena	2.11897	22	1.48	2	0.64	3	57.64	115.967	38.3581	2899.18	0	0
Vehicle	Trial     3	B3	0:15:00-0:16:00	In Arena	14.4971	528	28.96	17	8.24	31	10.44	41.3736	4.13393	1034.34	4	11
Vehicle	Trial     3	B3	0:16:00-0:17:00	In Arena	9.16254	595	25.12	4	1.44	48	11.76	52.8557	5.20479	1321.39	8	5
Vehicle	Trial     3	B3	0:17:00-0:18:00	In Arena	9.28299	649	27.04	3	1.12	34	7.84	44.8378	2.03388	1120.95	2	4
Vehicle	Trial     3	B3	0:18:00-0:19:00	In Arena	7.63714	580	24.28	8	1.24	38	13.44	51.3823	4.69044	1284.56	2	2
Vehicle	Trial     3	B3	0:19:00-0:20:00	In Arena	4.56527	171	8.08	6	1.32	36	45.16	118.537	18.5832	2963.42	12	7
Vehicle	Trial     3	B3	0:20:00-0:21:00	In Arena	2.95041	172	7.08	1	0.24	37	47.16	109.696	33.6793	2742.4	9	15
Vehicle	Trial     3	B3	0:21:00-0:22:00	In Arena	2.91644	122	5.76	13	1.08	25	49.76	104.488	44.3705	2612.21	1	2
Vehicle	Trial     3	B3	0:22:00-0:23:00	In Arena	2.85327	103	4.84	11	1.12	22	51.48	102.742	43.1104	2568.54	4	3
Vehicle	Trial     3	B3	0:23:00-0:24:00	In Arena	3.76646	142	7.04	7	1.52	42	48.28	100.748	32.2263	2518.7	9	7
Vehicle	Trial     3	B3	0:24:00-0:25:00	In Arena	3.23529	96	5.24	12	1.72	26	51.56	102.569	35.632	2564.22	2	7
Vehicle	Trial     3	B3	0:25:00-0:26:00	In Arena	3.45392	148	6.96	12	1.48	35	47.76	103.345	36.1384	2583.62	5	7
Vehicle	Trial     3	B3	0:26:00-0:27:00	In Arena	3.29231	149	6.28	1	0.32	28	48.28	87.779	24.488	2194.47	7	4
Vehicle	Trial     3	B3	0:27:00-0:28:00	In Arena	1.84144	38	2.2	5	0.84	9	56.4	112.036	46.4864	2800.9	4	0
Vehicle	Trial     3	B3	0:28:00-0:29:00	In Arena	2.42936	58	3.72	9	1.64	16	54.28	108.587	50.7926	2714.67	2	3
Vehicle	Trial     3	B3	0:29:00-0:30:00	In Arena	2.83483	91	5.08	13	1.76	22	51.52	107.327	51.874	2683.18	0	4
Vehicle	Trial     3	B3	0:30:00-0:31:00	In Arena	10.7789	473	23	17	4.4	38	13.24	45.2311	4.43617	1130.78	3	13
Vehicle	Trial     3	B3	0:31:00-0:32:00	In Arena	4.57333	140	6.52	5	1.04	47	34.68	117.435	16.4584	2935.87	7	19
Vehicle	Trial     3	B3	0:32:00-0:33:00	In Arena	6.29812	338	14.76	4	1.36	59	32.92	93.6949	11.8151	2342.37	9	14
Vehicle	Trial     3	B3	0:33:00-0:34:00	In Arena	6.55091	421	17.84	6	1.12	41	25.96	76.6692	10.5039	1916.73	7	5
Vehicle	Trial     3	B3	0:34:00-0:35:00	In Arena	3.40376	89	3.8	1	0.28	18	53.08	138.743	19.2863	3468.58	2	3
Vehicle	Trial     3	B3	0:35:00-0:36:00	In Arena	2.92574	121	5.36	4	0.52	32	50.56	106.728	36.6623	2668.19	5	5
Vehicle	Trial     3	B3	0:36:00-0:37:00	In Arena	1.94119	59	2.68	3	0.32	11	55.16	111.293	47.038	2782.32	3	4
Vehicle	Trial     3	B3	0:37:00-0:38:00	In Arena	1.23991	2	0.08	0	0	2	59.88	116.406	41.7363	2910.14	4	0
Vehicle	Trial     3	B3	0:38:00-0:39:00	In Arena	1.50301	2	0.08	0	0	3	59.88	117.336	38.6112	2933.41	3	6
Vehicle	Trial     3	B3	0:39:00-0:40:00	In Arena	2.99454	95	4.36	4	0.68	31	52.4	111.703	31.3845	2792.57	8	9
Vehicle	Trial     3	B3	0:40:00-0:41:00	In Arena	1.97121	60	2.92	4	0.64	14	54.8	111.269	48.8018	2781.71	1	4
Vehicle	Trial     3	B3	0:41:00-0:42:00	In Arena	3.21847	112	5.36	10	1.16	40	51.04	110.845	37.5765	2771.13	9	7
Vehicle	Trial     3	B3	0:42:00-0:43:00	In Arena	3.03644	143	6.76	4	1.12	56	48.4	118.632	39.3023	2965.8	17	13
Vehicle	Trial     3	B3	0:43:00-0:44:00	In Arena	3.90524	145	7.8	18	2.48	34	47.12	104.198	37.7958	2604.95	3	4
Vehicle	Trial     3	B3	0:44:00-0:45:00	In Arena	4.17268	151	8.2	15	2.64	18	42.2	100.005	39.4954	2500.13	3	4
Vehicle	Trial     4	B1	Start-0:01:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:03:00-0:04:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:04:00-0:05:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:05:00-0:06:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	1	0
Vehicle	Trial     4	B1	0:06:00-0:07:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	1	0
Vehicle	Trial     4	B1	0:07:00-0:08:00	In Arena	NA	0	0	0	0	0	0	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:08:00-0:09:00	In Arena	1.894	0	0	0	0	4	0.8	85.1849	11.8682	2129.62	1	0
Vehicle	Trial     4	B1	0:09:00-0:10:00	In Arena	NA	0	0	0	0	3	0.48	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:10:00-0:11:00	In Arena	0.278029	0	0	0	0	7	1.36	NA	NA	NA	1	0
Vehicle	Trial     4	B1	0:11:00-0:12:00	In Arena	3.85039	207	9	4	0.72	66	43.64	115.335	29.5737	2883.38	16	16
Vehicle	Trial     4	B1	0:12:00-0:13:00	In Arena	4.86114	204	8.16	0	0	77	18.44	124.646	17.2871	3116.14	30	15
Vehicle	Trial     4	B1	0:13:00-0:14:00	In Arena	NA	0	0	0	0	5	0.8	NA	NA	NA	1	0
Vehicle	Trial     4	B1	0:14:00-0:15:00	In Arena	NA	0	0	0	0	5	0.8	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:15:00-0:16:00	In Arena	9.53048	343	18.28	23	5	28	26.2	92.8564	15.8889	2321.41	14	10
Vehicle	Trial     4	B1	0:16:00-0:17:00	In Arena	1.96109	5	0.2	0	0	4	59.68	139.912	27.0926	3497.81	4	2
Vehicle	Trial     4	B1	0:17:00-0:18:00	In Arena	2.22917	0	0	0	0	2	59.84	144.382	24.0866	3609.54	4	4
Vehicle	Trial     4	B1	0:18:00-0:19:00	In Arena	2.04046	8	0.32	0	0	6	59.28	147.51	26.5972	3687.76	4	3
Vehicle	Trial     4	B1	0:19:00-0:20:00	In Arena	1.90371	0	0	0	0	1	60	148.566	28.3153	3714.15	0	1
Vehicle	Trial     4	B1	0:20:00-0:21:00	In Arena	4.88823	33	1.32	0	0	8	4.32	96.5502	22.5562	2413.76	3	2
Vehicle	Trial     4	B1	0:21:00-0:22:00	In Arena	4.57316	249	11.16	8	1.28	59	39.96	99.462	22.1295	2486.55	11	12
Vehicle	Trial     4	B1	0:22:00-0:23:00	In Arena	4.47758	275	11.32	3	0.4	56	39.04	93.563	17.0381	2339.07	8	6
Vehicle	Trial     4	B1	0:23:00-0:24:00	In Arena	5.23786	344	14.56	5	0.92	114	33.88	117.759	16.0058	2943.97	39	35
Vehicle	Trial     4	B1	0:29:00-0:30:00	In Arena	NA	0	0	0	0	1	0.16	NA	NA	NA	0	0
Vehicle	Trial     4	B1	0:30:00-0:31:00	In Arena	8.89595	151	8.72	7	2.88	27	22.12	95.8607	15.3748	2396.52	7	10
Vehicle	Trial     4	B1	0:31:00-0:32:00	In Arena	2.41044	46	2.16	4	0.44	4	56.04	128.401	31.1183	3210.03	0	1
Vehicle	Trial     4	B1	0:32:00-0:33:00	In Arena	1.85188	29	1.44	2	0.32	9	57.52	131.224	36.0492	3280.6	3	1
Vehicle	Trial     4	B1	0:33:00-0:34:00	In Arena	0.935687	0	0	0	0	2	59.92	135.726	51.8616	3393.15	0	0
Vehicle	Trial     4	B1	0:34:00-0:35:00	In Arena	1.34541	0	0	0	0	1	60	144.18	40.1723	3604.49	0	0
Vehicle	Trial     4	B1	0:35:00-0:36:00	In Arena	1.205	0	0	0	0	1	60	120.389	41.9417	3009.73	1	2
Vehicle	Trial     4	B1	0:36:00-0:37:00	In Arena	1.00071	0	0	0	0	1	60	118.606	47.2391	2965.16	0	0
Vehicle	Trial     4	B1	0:37:00-0:38:00	In Arena	1.0212	0	0	0	0	2	59.72	121.341	47.756	3033.53	0	0
Vehicle	Trial     4	B1	0:38:00-0:39:00	In Arena	0.959691	6	0.24	0	0	3	59.56	118.852	51.8039	2971.3	1	2
Vehicle	Trial     4	B1	0:39:00-0:40:00	In Arena	1.05984	1	0.04	0	0	2	59.92	118.32	51.8327	2958	1	0
Vehicle	Trial     4	B1	0:40:00-0:41:00	In Arena	0.994415	5	0.2	0	0	3	59.64	120.102	53.6335	3002.56	2	1
Vehicle	Trial     4	B1	0:41:00-0:42:00	In Arena	1.14595	3	0.12	0	0	3	59.84	119.238	50.917	2980.94	0	2
Vehicle	Trial     4	B1	0:42:00-0:43:00	In Arena	1.38072	31	1.24	0	0	16	57.92	122.692	48.3091	3067.31	5	7
Vehicle	Trial     4	B1	0:43:00-0:44:00	In Arena	1.15708	3	0.12	0	0	3	36.84	120.6	47.6506	3015	1	1
Vehicle	Trial     4	B1	0:44:00-0:45:00	In Arena	0.889658	0	0	0	0	0	0	120.675	53.9283	3016.88	0	0
Vehicle	Trial     5	B1	Start-0:01:00	In Arena	3.18221	159	6.84	5	0.6	46	46.52	112.792	39.8363	2819.8	11	10
Vehicle	Trial     5	B1	0:01:00-0:02:00	In Arena	2.61884	95	4.32	4	0.64	18	52.28	110.964	38.6242	2774.11	6	4
Vehicle	Trial     5	B1	0:02:00-0:03:00	In Arena	2.02005	83	3.56	3	0.32	22	53.84	111.785	46.03	2794.63	5	1
Vehicle	Trial     5	B1	0:03:00-0:04:00	In Arena	2.00692	61	2.96	6	0.68	15	54.88	107.325	46.6775	2683.13	2	3
Vehicle	Trial     5	B1	0:04:00-0:05:00	In Arena	1.95501	54	2.64	5	0.56	14	55.48	106.45	40.9832	2661.25	6	4
Vehicle	Trial     5	B1	0:05:00-0:06:00	In Arena	2.9217	11	1	0	0	5	8.2	121.286	19.6092	3032.14	1	3
